Kit NSN,Kit Name,Item NSN,Description,Quantity,Unit of Measure,Source,Unit Price,Extended Price,Accountability Code,Is Sub-Kit
6545-20-A0U-8770,"TREATMENT KIT, GENERAL SUPPLY (DSC)",6515-CF-005-1346,"OPTICAL SCREWDRIVER SET - FOUR REVERSIBLE BLADES, FOUR PHILIPS AND FOUR STRAIGHT BLADES",1,EA,WHSE,21.3,21.3,C,
6545-20-A0U-8770,"TREATMENT KIT, GENERAL SUPPLY (DSC)",9320-CF-003-0334,"RUBBER SHEET, SELF-ADHESIVE, FOR SPLINTING. DIMENSIONS 1/8IN x 18IN X 24IN(3.2MM X 45.7CM X 60.9CM)",0.5,SH,WHSE,15.59,7.79,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-00-982-7493,"MASK, SURGICAL, MEDICAL, HALYARD CANADA, HEADBAND, CONE SHAPED, BLUE",2,BX,ExternalRqn,15.03,30.06,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-01-315-6095,"MASK, SURGICAL, MEDICAL, HALYARD CANADA, ASTM LEVEL 3, PLEAT STYLE, W/FACE SHEILD, ORANGE",2,BX,WHSE,43.93,87.86,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-01-690-0047,"FILTER, BACTERIAL VIRAL PLUS HME",6,EA,WHSE,27.14,162.84,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-01-693-3656,"MASK, N95, MEDICAL, HALYARD CANADA, DUCKBILL, WHITE",50,EA,WHSE,1.74,87,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-7242,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 5.5, CREAM",5,PR,WHSE,1.86,9.3,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-7243,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 6, CREAM",5,PR,WHSE,1.86,9.3,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-7244,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 6.5, CREAM",5,PR,WHSE,1.86,9.3,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-7245,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 7, CREAM",5,PR,WHSE,1.86,9.3,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-7246,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 7.5, CREAM",40,PR,WHSE,1.86,74.4,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-7247,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 8, CREAM",40,PR,WHSE,1.86,74.4,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-7248,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 8.5, CREAM",40,PR,WHSE,1.86,74.4,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-7249,"GLOVES, SURGICAL, STERILE, CARDINAL HEALTH, SYNTHETIC NEOPRENE, SIZE 9, CREAM",40,PR,WHSE,1.86,74.4,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-9111,"GLOVES, MOISTURIZED, 15 PACKS OF 14 GLOVES PER CASE",4,PG,WHSE,4.2,16.8,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-9112,"BAG, VOMIT GRAV FEEDER 50EA/BX",1,BX,WHSE,40.14,40.14,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-9113,"BEDPAN SUPPORT COVER, 20EA/CA",1,CS,WHSE,50,50,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-9114,"SUPPORT URINAL ELONGATED, 20EA/CA",1,CS,WHSE,50,50,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-9115,"SUPPORT VOMIT BAG, 20EA/CA",1,CS,WHSE,109.73,109.73,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-9118,"COVER, URINAL HYGIENIC, 20EA/PK",2,PG,WHSE,11,22,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-9119,"COVER, EMESIS HYGIENIC, 20EA/PK",2,PG,WHSE,16.76,33.52,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-002-9120,"PAD ABSORBENT, 30EA/PK",6,PG,WHSE,13.7,82.2,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-005-0356,"LINER, BEDPAN, SUPER-ABSORBENT PAD",40,EA,WHSE,0.85,34,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-005-0387,"CONDOM, POLYISOPRENE, LATEX-FREE, LUBRICATED",1440,EA,WHSE,0.47,676.8,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-005-0607,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED SMALL",20,BX,WHSE,22.28,445.6,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-005-0608,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED MEDIUM",20,BX,WHSE,22.28,445.6,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-005-0609,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED LARGE",20,BX,WHSE,22.28,445.6,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6515-CF-005-0610,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED XLARGE",5,BX,WHSE,19.31,96.55,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6530-00-771-0225,"BASIN WASH ROUND 14""DIA",2,EA,WHSE,71.91,143.82,D,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6530-01-006-4516,BRUSH SURG SCRUB 11X4CM,15,EA,WHSE,2.53,37.95,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6530-01-219-8615,BEDPAN PLASTIC W/HANDLE,1,EA,WHSE,5.51,5.51,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6530-21-116-5139,DISPENSER EZ SCRUB BRUSH,1,EA,WHSE,41.4,41.4,D,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6530-21-851-1647,BASIN EMESIS (PLASTIC),4,EA,WHSE,2.23,8.92,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6530-21-851-1648,"BASIN WASH ROUND 13""DIA",4,EA,WHSE,4.48,17.92,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6530-21-851-1652,URINAL MALE (1.75 QT),1,EA,WHSE,7.46,7.46,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6530-21-870-7889,URINAL FEMALE (1.00 QT),1,EA,WHSE,5.34,5.34,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",6530-21-903-0012,"SPONGE/SCRUB ""PRE-OP II""",30,EA,WHSE,1.4,42,C,
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",7930-20-012-2541,"WIPE DISINFECTING TOWELLETTE, ACCEL WIPES",6,CN,WHSE,18.44,110.64,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-320-4600,FORCEPS TOWEL BACK 14CM,12,EA,WHSE,17.42,209.04,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-334-4300,FORCEPS HEMOSTATIC ROCHESTER-PEAN DSGN CURVED SERRATED JAWS 6-1/4 IN SINGLE JOINT BOX LOCK W/FINGER RINGS,12,EA,WHSE,65.41,784.92,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-337-2400,"FORCEPS SPLINTER 4""(10CM)LG",10,EA,WHSE,1.1,11,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-337-7800,"FORCEP TIS ADSN 4""/1X2TH",6,EA,WHSE,37.77,226.62,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-337-9900,"FORCEP TIS TWZR 5""/1X2TH",4,EA,WHSE,14.97,59.88,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-338-0300,"FORCEPS, TISSUE, ALLIS DESIGN, 6IN(15CM)LONG, 4 TO 5 TEETH AT TIP, BOX LOCK RATCH- PAWL WITH FINGER RINGS, SINGLE JOINTED",5,EA,WHSE,101.12,505.6,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-363-8800,"SCISS BAND LISTER 5.5""",4,EA,WHSE,3.53,14.12,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-363-8840,SCISS BAND LISTER 7IN,2,EA,WHSE,18.42,36.84,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-364-0900,SCISSORS MAYO DSGN 13CM,4,EA,WHSE,24.33,97.32,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-364-4600,"SCISS IRIS 4.5""(11.4CM)SHARP",4,EA,WHSE,18.78,75.12,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-364-4800,SCISS IRIS SHARP 4.5IN,4,EA,WHSE,1.8,7.2,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-365-1820,SCISS GEN SURG STRT 13CM,5,EA,WHSE,14.25,71.25,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-369-9100,SPECUL NASAL VENNA ADLT,1,EA,WHSE,265.2,265.2,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-00-373-9700,SPUD EYE DOUBLE ENDED,1,EA,WHSE,50.46,50.46,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-01-251-3764,KNIFE (DISPOSABLE),3,BX,WHSE,23.3,69.9,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-01-565-7028,"SPECULUM, VAGINAL, MEDIUM",4,EA,WHSE,2,8,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-01-688-4412,FORCEPS TISSUE 4 3/4IN,8,EA,WHSE,2.53,20.24,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-20-011-1758,SCALPEL DISP 11 SAFETY SHIELD,10,EA,WHSE,2.89,28.9,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-3926,"DIRECTOR & TONGUE TIE 6""",2,EA,WHSE,38,76,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4037,"FORCEPS DRESSING 6""(15.2CM)LG",6,EA,WHSE,6.13,36.78,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4046,FORCEP GAUZE PAD HOLDING,8,EA,WHSE,19.88,159.04,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4050,FORCEP HEMO CRIL CV 13CM,6,EA,WHSE,12.44,74.64,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4069,"FORCEPS IRIS 2-1/2""",5,EA,WHSE,83.13,415.65,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4391,NIPPER INGROWN TOENAIL 4.5-5IN LG CONCAVE JAWS LAP LOCK JOINT,1,EA,WHSE,119.14,119.14,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4482,PROBE W/EYE (GP) 15.2CM,15,EA,WHSE,6.2,93,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4548,RETRACTOR MASTOID SENN,4,EA,WHSE,20.5,82,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4574,SAW FINGER RING,1,EA,WHSE,24.35,24.35,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4589,"SCISSORS SUTURE 5 1/2""(14CM)LG",15,EA,WHSE,35.67,535.05,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-4672,"SPECULUM RECTAL 4 1/2""LG",1,EA,WHSE,110,110,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-116-9975,"SCISSORS 9""(23CM)LG BLUNT",3,EA,WHSE,22.25,66.75,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-840-9136,SCISS SUT DELIC STRT 8CM,2,EA,WHSE,10.84,21.68,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-842-6747,HOLDER S-N CRILE 15CM,10,EA,WHSE,50.9,509,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-848-1891,STYLET CATH GUIDE 8FR,2,EA,WHSE,32.08,64.16,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-855-0152,"FORCEP TIS GILL 6""/1X2TH",10,EA,WHSE,11.57,115.7,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-878-2219,LOCKING COLLAR SET OF 2,1,SE,WHSE,42.06,42.06,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-21-879-7639,BLADE FINGER RING SAW,1,EA,WHSE,12.15,12.15,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-CF-002-7942,"KIT, PROBE AND WELL, RECTAL, 4FT USE WITH 6515-01-513-3518",1,EA,WHSE,102.66,102.66,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-CF-002-8554,SCALPEL DISP 10 SAFETY SHIELD,10,EA,WHSE,2.89,28.9,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6515-CF-002-8556,SCALPEL DISP 15 SAFETY SHIELD,10,EA,WHSE,2.89,28.9,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6530-21-116-2810,"BOWL, SURGICAL SPONGE (C",6,EA,WHSE,10.28,61.68,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6530-21-116-2942,"TRAY INSTRUMENT 9X5X2""",5,EA,WHSE,16.91,84.55,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6530-21-116-5202,STAND (MAYO) W/TRAY,1,EA,WHSE,140.71,140.71,D,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6530-21-852-5336,CUP IODINE 170CC(6 OZ.),10,EA,WHSE,5.17,51.7,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6530-CF-002-0474,TRAY INSTR W/O COVER,1,EA,WHSE,18.67,18.67,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6530-CF-002-0475,TRAY INSTRUMENT CATHETER,1,EA,WHSE,36.58,36.58,C,
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",6545-21-116-4722,SURG INSTRUM SET (TRANS),1,SE,WHSE,443.38,443.38,D,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-21-855-2221,"SODIUM CHLORIDE 0.9%, FOR INJECTION, 500ML, IV BAG",10,BG,WHSE,2.67,26.7,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-21-855-3740,"DEXTROSE 5% & SODIUM CHLORIDE 0.9%, FOR INJECTION, 1000ML, IV BAG",12,BG,WHSE,3.33,39.96,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-21-855-3741,"DEXTROSE 5%, FOR INJECTION, 1000ML, IV BAG",12,BG,WHSE,2.94,35.28,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-21-855-3742,"LACTATED RINGER'S, FOR INJECTION, 1000ML, IV BAG",24,BG,WHSE,4,96,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-21-855-3743,"SODIUM CHLORIDE 0.9%, FOR INJECTION, 1000ML, IV BAG",48,BG,WHSE,2.89,138.72,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-21-895-1613,WATER 10ML FOR INJECTION,48,EA,WHSE,0.65,31.2,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-21-897-5922,SOD CHLOR IRR .9% 1000ML,3,BT,WHSE,5.19,15.57,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-21-897-5924,WATER/IRRIGATION 500ML,12,BT,WHSE,3.34,40.08,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-CF-001-4283,"DEXTROSE 10%, FOR INJECTION, 500ML, IV BAG",6,EA,WHSE,3.07,18.42,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-CF-001-9296,"POTASSIUM CHLORIDE 0.15% & SODIUM CHLORIDE 0.9%, FOR INJECTION, 1000 ML, IV BAG",12,EA,WHSE,4.03,48.36,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6505-CF-002-1309,"SODIUM CHLORIDE 3%, FOR INJECTION, 250ML, IV BAG",4,BG,WHSE,3.73,14.92,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-01-457-1496,"NEEDLE HYPO 21G X 1-1/2""",50,EA,WHSE,0.19,9.5,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-01-537-9007,"NEEDLE SET,INTRAOSSEOUS INJECTION, ADULT, 15 GAUGE, 25MM LONG, 304 STAINLESS STEEL, LATEX-FREE, FOR USE WITH 6515-01-590-8589 DRIVER INTRAOSSEOUS",5,EA,WHSE,175,875,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-01-537-9013,"NEEDLE SET,INTRAOSSEOUS INJECTION, PEDIATRIC, 15 GAUGE, 15MM LONG, 304 STAINLESS STEEL, LATEX-FREE, FOR USE WITH 6515-01-590-8589 DRIVER INTRAOSSEOUS OR MANUALLY FOR PEDIATRIC USAGE.",5,EA,WHSE,175,875,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-01-577-0312,"SET, NEEDLE, INTRAOSSEOUS, 45MM, HUMERUS, YELLOW HUB, 15G, USED WITH BONE GUN 6515- 01-590-8589",10,SE,WHSE,175,1750,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-01-583-0475,"SYRINGE,HYPODERMIC. CAPACITY 50 ML",6,EA,WHSE,0.99,5.94,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-01-590-8589,"INTRAOSSEOUS INJECTION GUN, BONE HAND HELD, LITHIUM BATTERY POWERED, 450G , RED COLOUR, CIVILIAN VERSION",1,EA,WHSE,422.94,422.94,D,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-01-626-6395,"DRIVER, MANUAL, INTRAOSSEOUS DEVICE AND NEEDLE, STERILE",5,PG,WHSE,391.67,1958.35,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-12-381-0798,SODIUM CHLORIDE 0.9%,30,EA,WHSE,1.36,40.8,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-20-011-2559,"TRAY, TACTICAL VASCULAR",6,SE,WHSE,46.78,280.68,D,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-21-870-5822,SYR HYPO PLS/SGL-SC 20CC,20,EA,WHSE,0.66,13.2,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-21-870-8181,SYR HYPO PLS/DBL-SC 1CC,25,EA,WHSE,0.33,8.25,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-21-880-6732,SYR INSUL 28G-1.0CC/100U,12,EA,WHSE,0.13,1.56,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-000-7807,FILTER I.V. 0.22 MICRON,2,EA,WHSE,5.38,10.76,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-001-7638,"BLOOD KT SAFLOK 21GX3/4""",50,EA,WHSE,1.22,61,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-002-0114,ADMIN SET IV FLUIDS,4,EA,WHSE,26.03,104.12,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-002-0856,SET EXTEN IV .4ML 15.2CM,20,EA,WHSE,6.09,121.8,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-002-8686,SET IV INJECTION 23G X 0.75IN WITH TUBING AND LUER ADAPTER,50,SE,WHSE,1.53,76.5,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-002-8693,NEEDLE HYP SAFETY 21G X 1.5IN,500,EA,WHSE,0.13,65,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-002-9076,"SET, SOLUTION, 10 DROPS/ML, 3 LEUR VALVES, MALE LUER LOCK, 105IN LONG",48,EA,WHSE,8.4,403.2,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-002-9580,"CATHETER INTRAVENOUS, TEFLON, GREY, 16G X 3.25IN",10,EA,WHSE,11.04,110.4,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-002-9589,"SET, SECONDARY MEDICAL, NEEDLELESS, WITH HANGER AND MALE LUER LOCK ADAPTER, 37IN (94CM)",12,EA,WHSE,2.17,26.04,D,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6515-CF-005-0182,CATHETER INSYTE AG 20GX1.88 IN PINK - AUTOGUARD BC PRO,0.8,BX,WHSE,155.75,124.6,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6530-01-173-8892,"CONTAINER, SHARPS, BIOHAZARD, 7.6L",1,EA,WHSE,7.49,7.49,C,
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",6630-CF-002-0890,HOLD NEEDLE BD QUICK REL,20,EA,WHSE,2.15,43,C,
6545-20-A0U-8758,"TREATMENT KIT, LAB POC AND TESTING KITS",6130-CF-002-9300,"POWER SUPPLY FOR BASE UNIT KIT, ANALYZER, BLOOD GLUCOSE 6630-CF-002-9302",1,EA,WHSE,41.83,41.83,D,
6545-20-A0U-8758,"TREATMENT KIT, LAB POC AND TESTING KITS",6515-CF-002-8016,DEVICE LANCET SAFETY,200,EA,WHSE,0.25,50,C,
6545-20-A0U-8758,"TREATMENT KIT, LAB POC AND TESTING KITS",6515-CF-002-9299,"SLEEVE, PROTECTIVE, FOR ANALYZER 6630-CF-002-9295",1,BX,WHSE,25.2,25.2,C,
6545-20-A0U-8758,"TREATMENT KIT, LAB POC AND TESTING KITS",6515-CF-005-1042,"TEST KIT, ONE-STEP hCG COMBO LATERAL FLOW, QUICKVUE+",3,BX,WHSE,130.36,391.08,C,
6545-20-A0U-8758,"TREATMENT KIT, LAB POC AND TESTING KITS",6550-00-261-9053,"KIT, GRAM STAINING, 4 X 250ML BOTTLES GRAM CRYSTAL VIOLET, STABILIZED IODINE DECOLORIZER AND SAFRANIN",1,BX,WHSE,281.82,281.82,C,
6545-20-A0U-8758,"TREATMENT KIT, LAB POC AND TESTING KITS",6550-01-093-4010,CONTROL STRIPS (VISUAL),2,BT,WHSE,74.95,149.9,C,
6545-20-A0U-8758,"TREATMENT KIT, LAB POC AND TESTING KITS",6550-01-165-6732,STAIN SOLN WRIGHT/GIEMSA,1,BT,WHSE,174.19,174.19,C,
6545-20-A0U-8758,"TREATMENT KIT, LAB POC AND TESTING KITS",6550-01-221-5400,TEST STRIP MULTI-2300A,1,BT,WHSE,48.3,48.3,C,
