Kit NSN,Kit Name,Item NSN,Description,Quantity,Unit of Measure,Source,Unit Price,Extended Price,Accountability Code,Is Sub-Kit
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-845-2199,BANDAGE GZ WHITE 2IN WD,48,RO,WHSE,2.26,108.48,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-845-2201,BANDGE GZ WHITE 4IN X5YD,72,EA,WHSE,0.66,47.52,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-845-2239,BANDAGE 100'S,24,BX,WHSE,2,48,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-849-8650,BANDAGE KNUCKLE 3X7CM(L),3,BX,WHSE,17.05,51.15,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-860-8464,SKIN CLOSURE 6 X 75MM,1,BX,WHSE,44.55,44.55,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-890-0883,SPONGE 4-P STER 10X10CM,500,PG,WHSE,0.1,50,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-891-0091,SPONGE 4-P N-ST 10X10CM,24,PG,WHSE,4.83,115.92,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-899-4381,"DRESSING 3"" GEL PAD",3,JR,WHSE,48.36,145.08,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-903-0018,DRESSNG CHLORHX 4 X 4IN,12,BX,WHSE,14.22,170.64,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-913-9494,DRESSING MEPORE 9 X 10CM,2,BX,WHSE,22.5,45,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-21-914-4733,DRESSING MEPORE 7CM X 5M,4,RO,WHSE,9.3,37.2,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-25-125-9106,DRESSING MEPORE 9 X 20CM,3,EA,WHSE,0.76,2.28,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-CF-001-7793,DRESSING STRIP 4CM X 5M,10,EA,WHSE,17.64,176.4,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-CF-001-9356,BANDAGE ELASTIC 2IN X5YD (5cm x 4.5m),36,RO,WHSE,2.8,100.8,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-CF-002-0797,"DRESSING, BURN, DRY, 10CM X 20CM, ACTICOAT, ANTIMICROBIAL SILVER COATED",24,EA,WHSE,14.67,352.08,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-CF-002-0798,"DRESSING, BURN, DRY, 20CM X 40CM, ACTICOAT, ANTIMICROBIAL SILVER COATED",12,EA,WHSE,80.33,963.96,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6510-CF-002-7935,BANDAGE TENSOR LF 10CM,50,EA,WHSE,0.8,40,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6515-21-116-0241,STOCKINET SURGICAL 7.62C,1,RO,WHSE,7.65,7.65,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6515-21-843-5483,STOCKINET SURGICAL 10.16,1,RO,WHSE,9.31,9.31,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6515-21-878-1957,SCISSORS UNIVERSAL,2,EA,WHSE,2.94,5.88,D,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6515-CF-000-4976,TRAY DRESSING DISPOSABLE,4,EA,WHSE,1.09,4.36,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6515-CF-002-8171,KIT WOUND MANAGE DISP TR,5,KT,WHSE,6.65,33.25,D,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6515-CF-005-0019,"FINGER COT, SURGICAL, NON-LATEX, POWDER-FREE, NITRILE",720,EA,WHSE,0.11,79.2,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6515-CF-005-0020,"DRESSING RETAINER, TUBULAR, ELASTIC, LATEX-FREE. LARGE HEAD SHOULDER THIGH 25YD(22.8M)/ROLL. SZ 6",2,EA,WHSE,29.22,58.44,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6530-20-012-7761,ASSORTED SAFETY PINS,5,PG,WHSE,0.75,3.75,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",6545-25-137-9465,DRESSING ADHESIVE 9X15CM,2,BX,WHSE,22.56,45.12,C,
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",9330-21-859-2658,"PLASTIC WRAP, ROLL, POLYVINYL CHLORIDE, 29.5CM WIDE, 90M LONG",1,EA,ExternalRqn,3.99,3.99,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6515-01-457-1496,"NEEDLE HYPO 21G X 1-1/2""",100,EA,WHSE,0.19,19,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6515-01-649-5343,TOURNIQUET LATEX FREE,100,EA,WHSE,0.29,29,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6515-CF-001-7638,"BLOOD KT SAFLOK 21GX3/4""",50,EA,WHSE,1.22,61,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6515-CF-002-8686,SET IV INJECTION 23G X 0.75IN WITH TUBING AND LUER ADAPTER,50,SE,WHSE,1.53,76.5,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6515-CF-005-1012,"TUBE, BLOOD/URINE COLLECTION, VACUTAINER, NO ADDITIVE, 13X100MM, 6ML, HEMOGARD CLOSURE (100EA/BX)",20,EA,WHSE,0,0,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6630-CF-001-9151,TUBE BLOOD RED 10ML,100,EA,WHSE,0.33,33,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6630-CF-002-0890,HOLD NEEDLE BD QUICK REL,5,EA,WHSE,2.15,10.75,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6640-01-378-0086,TUBE BLOOD LAVENDER 4ML,100,EA,WHSE,0.2,20,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6640-01-441-5338,RACK (HALF) TUBES 9/13MM,1,EA,WHSE,24.52,24.52,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6640-01-585-6657,"TEST TUBE, BLOOD COLLECTING",100,EA,WHSE,0.24,24,C,
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",6640-21-879-9888,TUBE BIO AMIES W/O CHARC,1,BX,WHSE,55.91,55.91,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6135-21-892-7267,BATTERY 1.5V TYPE AA,6,EA,ExternalRqn,0.48,2.88,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6230-CF-001-9910,VAGINAL SPECULUM ILLUMINATION SYSTEM CORDLESS WITH CHARGING STATION,1,EA,WHSE,330.44,330.44,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6240-00-295-2652,BULB REPLACEMENT 6IN,1,EA,WHSE,11.86,11.86,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6240-CF-001-7021,LAMP(BULB)OTOSCOPE 2.5V,1,EA,WHSE,20.95,20.95,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6240-CF-002-6268,LAMP RP 2.5V OP PCKTSCP,1,EA,WHSE,30,30,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6240-CF-002-8108,LAMP HALO 3.5V MACROVIEW,1,EA,WHSE,23.94,23.94,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-00-165-6544,DIAGNOSTIC SET ADC 2.5V,1,SE,WHSE,588.01,588.01,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-00-347-8600,MIRROR LARYNGEAL SZ 3,1,EA,WHSE,8.15,8.15,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-01-417-7883,LIGHT (UV) BURTON 110V,1,EA,WHSE,1042.77,1042.77,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-01-518-3518,THERMOMETER CLIN DIGITAL,1,EA,WHSE,349.18,349.18,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-01-525-0236,SPECULUM OTOSCOPE 4.25MM,2,BG,WHSE,35.19,70.38,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-01-565-7028,"SPECULUM, VAGINAL, MEDIUM",10,EA,WHSE,2,20,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-113-1540,HAMMER REFLEX TESTING,1,EA,WHSE,3.94,3.94,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-113-1564,SPHYGMOMANO POCKET TYPE,1,EA,WHSE,23.28,23.28,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-844-4259,TRANSILLUM HEAD WA43200,1,EA,WHSE,131.61,131.61,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-846-0930,"CUFF, BLOOD PRESSURE, CHILD, 18CM TO 26CM ARM CIRCUMFERENCE",1,EA,WHSE,8.1,8.1,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-847-0876,"SET, TUNING FORKS, SET OF 5 FORKS WITH CASE, RALK DESIGN, MAGNESIUM ALLOY CLASS 'C' PITCH",1,SE,WHSE,437,437,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-859-1545,"BAG, COMPRESSION, PEDIATRIC FOR SPHYGMOMANOMETER, 6.75IN X 3.75IN",1,EA,WHSE,5.74,5.74,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-859-1546,"BAG, COMPRESSION, PEDIATRIC FOR SPHYGMOMANOMETER, 4.75IN X 2.5IN",1,EA,WHSE,5.12,5.12,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-888-4548,"HANDLE, RECHARGEABLE, 3.5V FOR OTOSCOPE 6515-CF-002-8513 OR 6515-CF-002-7372 AND OPHTHALMOSCOPE 6540-01-239-5474",1,EA,WHSE,178.26,178.26,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-893-6397,MAGNIFIER BINOCULAR TYPE,1,EA,WHSE,70.85,70.85,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-897-5565,OTOSCOPE HEAD (3.5V),2,EA,WHSE,122.28,244.56,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-21-897-5566,TRANSFORMER (WALL) 3.5V,1,EA,WHSE,389.33,389.33,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-000-5736,ANOSCOPE CLEAR PLASTIC,4,EA,WHSE,0.97,3.88,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-001-2659,LIGHT HEAD ANOSCOPE,1,EA,WHSE,1143.88,1143.88,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-001-6355,DESK CHARGER WELCH ALLYN,2,EA,WHSE,1375,2750,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-001-9134,MOUTHPIECE PEAKFLW ADULT,25,EA,WHSE,1.04,26,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-001-9272,PROBE AND WELL KIT ORAL,1,EA,WHSE,92.33,92.33,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-001-9911,TRANSFORMER/VAGINAL SPEC,1,EA,WHSE,97.77,97.77,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-002-7714,OXIMETER NONIN 9550,2,EA,WHSE,911.94,1823.88,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-002-7942,"KIT, PROBE AND WELL, RECTAL, 4FT USE WITH 6515-01-513-3518",1,EA,WHSE,102.66,102.66,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-002-8512,HANDLE FOR OTOSCOPE 6515-CF-002-8513 OR 6515-CF-002-7372 AND OPHTHALMOSCOPE 6540-01-239-5474,1,EA,WHSE,198.81,198.81,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-002-8513,"OTOSCOPE HEAD, 3.5V, FIBER OPTIC, MACROVIEW",1,EA,WHSE,340.88,340.88,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-002-8985,"TRANSILLUMINATOR, 3.5V, FINNOFF STYLE, HALOGEN",1,EA,WHSE,97.17,97.17,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-005-0272,MINI-WRIGHT STANDARD ATS SCALE PEAK FLOW METER,1,EA,WHSE,34.2,34.2,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-005-0273,"MINI WRIGHT PEAK FLOW METER MOUTHPIECE, DISPOSABLE",1,PG,WHSE,54,54,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6515-CF-005-0855,"3M LITTMANN CORE DIGITAL STETHOSCOPE CHESTPIECE, TUBE, STEM, AND HEADSET - 69CM",1,BX,WHSE,410,410,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6530-01-518-3577,PROBE COVER ORAL THERMO,2,PG,WHSE,1.16,2.32,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6530-20-001-2849,COVER PROBE THERMOMETER,4,PG,WHSE,3.93,15.72,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6540-01-239-5474,"OPHTHALMOSCOPE HEAD, 3.5V COAXIAL, HALOGEN",3,EA,WHSE,221.14,663.42,D,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6540-21-116-3036,"CHART, VISION ACUITY TES",1,EA,WHSE,32.73,32.73,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6540-CF-005-0456,"OCCLUDER, MULTI-PINHOLE",1,EA,WHSE,36.4,36.4,C,
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",6685-20-001-2846,THERMOMETER SELF INDICAT,8,EA,WHSE,10.2,81.6,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6505-CF-001-9089,HUMIDIFIER BUBBLE 500ML,1,BT,WHSE,2.6,2.6,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-00-054-8174,SYRINGE IRRIG EAR 60ML,1,EA,WHSE,0.93,0.93,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-00-318-0140,CATH URET 16FR MERCIER,1,EA,WHSE,478.26,478.26,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-01-008-3338,PEN SKIN MARKING,2,EA,WHSE,0.89,1.78,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-01-541-0629,BAG MARINER ORNG EMPTY,30,EA,WHSE,154.82,4644.6,D,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-21-116-0445,TUBING LATEX 3/16IN X 1/16IN X 50FT/RL,2,RO,WHSE,17.2,34.4,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-21-116-2953,CONNECTOR (TUBE)1/4IN OD,2,EA,WHSE,0.35,0.7,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-21-116-3551,PLUG CATHETER SMALL,6,EA,WHSE,0.81,4.86,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-21-116-9252,CATH URET 16FR/5CC FOLEY,6,EA,WHSE,6.08,36.48,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-21-842-6372,"TUBE CONNECT 5/16""-9/16""",4,EA,WHSE,1.94,7.76,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-21-848-2730,TUBE DUODENAL 16FR,2,EA,WHSE,1.15,2.3,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-21-848-2731,TUBE DUODENAL 18FR,2,EA,WHSE,0.81,1.62,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-21-878-1957,SCISSORS UNIVERSAL,20,EA,WHSE,2.94,58.8,D,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-21-886-0787,CATHETERIZATION SET,2,EA,WHSE,4.55,9.1,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-CF-002-8154,"BAG MED BVS COYOTE BROWN W/ ""NICE"" FRAME",1,EA,WHSE,1599.05,1599.05,D,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-CF-002-9233,TRIAGE TAGS(SET)INCLUDES DEAD TAG,50,EA,WHSE,5.81,290.5,D,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-CF-002-9856,"TRAY, THORACENTESIS, SAFETY, NO NEEDLE",1,EA,WHSE,17.71,17.71,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-CF-003-0008,APPLICATOR DISPOSABLE,0.2,BX,WHSE,13.05,2.61,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6515-CF-005-0619,"SILICONE PENROSE DRAIN FOR CLOSED WOUND DRAINAGE 1/4"" X 12""",10,EA,WHSE,9.99,99.9,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-00-770-6425,BAG HOT WATER/ICE(FIELD),6,EA,WHSE,7.83,46.98,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-01-038-4587,STERI-DRAPE 57 X 66 CM,10,EA,WHSE,2.76,27.6,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-21-116-0406,CUSHION RING INFLATABLE,2,EA,WHSE,15.18,30.36,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-21-116-2847,JAR SET(5)GLASS SUNDRIES,1,SE,WHSE,88.92,88.92,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-21-848-4626,PAD PROTECTIVE BED,25,EA,WHSE,0.21,5.25,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-21-874-0093,"STOOL W/FOOTREST 25-32""",1,EA,WHSE,645.79,645.79,D,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-21-878-4381,"BAG BIOHAZARD DISPOSAL, 16IN WIDE X 24IN LONG, 1.5MM THICK",1,CS,WHSE,669.67,669.67,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-21-907-7372,BOTTLE URINE W/CAP 60ML,10,EA,WHSE,0.33,3.3,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-21-909-0770,BOTTLE PLASTIC 500ML,2,EA,WHSE,0.66,1.32,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6530-CF-005-0359,"BAG, URINARY DRAINAGE, 2000ML,",6,EA,WHSE,8.76,52.56,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6540-01-296-2130,LENS OPHTH IRRIG MORGAN,10,EA,WHSE,69.44,694.4,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6545-00-912-9890,CASE (BACKPACK) AIRBORNE,1,EA,WHSE,65,65,D,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6545-20-011-8366,"HOLSTER, SHEATH, SCISSORS, BELT",20,EA,WHSE,25.38,507.6,C,
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",6545-CF-002-8126,KIT CHEST TUBE IN DISP,1,KT,WHSE,54.56,54.56,D,
6545-20-A0U-8770,"TREATMENT KIT, GENERAL SUPPLY (DSC)",5120-21-863-0096,"PLIERS, JEWELLERS, 5IN",1,EA,ExternalRqn,5,5,C,
6545-20-A0U-8770,"TREATMENT KIT, GENERAL SUPPLY (DSC)",5210-21-907-6461,"TAPE MEASURING 1.5M(60"")",9,EA,WHSE,2.67,24.03,C,
6545-20-A0U-8770,"TREATMENT KIT, GENERAL SUPPLY (DSC)",6135-21-892-7266,"BATTERY, C CELL",10,EA,ExternalRqn,1.44,14.4,C,
6545-20-A0U-8770,"TREATMENT KIT, GENERAL SUPPLY (DSC)",6135-21-892-7267,BATTERY 1.5V TYPE AA,10,EA,ExternalRqn,0.48,4.8,C,
6545-20-A0U-8770,"TREATMENT KIT, GENERAL SUPPLY (DSC)",6230-20-000-9253,LIGHT HEADBAND GEN PURP,15,EA,ExternalRqn,24,360,C,
6545-20-A0U-8770,"TREATMENT KIT, GENERAL SUPPLY (DSC)",6515-CF-001-9294,"LUBRICANT, INSTRUMENT",1,BT,WHSE,11.76,11.76,C,
